order_number;arrival;start;end;queue_time;preperation_time;stall;order
4897;22:52:36;22:53:25;22:54:35;00:00:49;00:01:10;fries2;beer/
4898;22:53:15;22:53:35;22:54:05;00:00:20;00:00:30;fries2;beer/
4899;22:53:16;22:54:14;22:54:47;00:00:58;00:00:33;fries2;beer/coke/mexicano/
4900;22:54:14;22:58:09;22:58:53;00:03:55;00:00:44;fries2;beer/desperados/
4901;22:58:09;22:59:04;23:02:00;00:00:55;00:02:56;fries2;beer/bicky/
4902;22:59:04;22:59:58;23:00:36;00:00:54;00:00:38;fries2;beer/fries/cocktail_sauce/croquette_balls/
4903;22:59:58;23:01:30;23:04:56;00:01:32;00:03:26;fries2;beer/
4904;23:01:30;23:01:48;23:02:55;00:00:18;00:01:07;fries2;beer/frikandel/
4905;23:01:48;23:02:06;23:04:01;00:00:18;00:01:55;fries2;beer/coke/desperados/
4906;23:02:06;23:02:55;23:04:10;00:00:49;00:01:15;fries2;beer/bicky/
4907;23:02:11;23:04:43;23:06:18;00:02:32;00:01:35;fries2;beer/coke/fries/cocktail_sauce/
4908;23:04:43;23:05:20;23:08:07;00:00:37;00:02:47;fries2;beer/
4909;23:05:20;23:05:48;23:06:42;00:00:28;00:00:54;fries2;coke/fries/mayo/frikandel/
4910;23:05:48;23:06:18;23:08:00;00:00:30;00:01:42;fries2;coke/
4911;23:06:08;23:06:42;23:07:05;00:00:34;00:00:23;fries2;beer/fries/mayo/
4912;23:06:23;23:07:19;23:07:59;00:00:56;00:00:40;fries2;beer/still_water/fries/ketchup/
4913;23:07:19;23:07:59;23:11:05;00:00:40;00:03:06;fries2;beer/fries/mayo/
4914;23:07:20;23:10:02;23:11:32;00:02:42;00:01:30;fries2;beer/coke/still_water/
4915;23:10:02;23:10:59;23:12:06;00:00:57;00:01:07;fries2;coke/
4916;23:10:59;23:11:25;23:13:45;00:00:26;00:02:20;fries2;desperados/
4917;23:11:25;23:11:49;23:13:35;00:00:24;00:01:46;fries2;beer/
4918;23:11:49;23:12:06;23:14:18;00:00:17;00:02:12;fries2;beer/still_water/fries/cocktail_sauce/
4919;23:11:59;23:13:35;23:15:21;00:01:36;00:01:46;fries2;beer/coke/still_water/
4920;23:12:23;23:13:45;23:14:33;00:01:22;00:00:48;fries2;beer/coke/fries/ketchup/mexicano/croquette_balls/
4921;23:13:43;23:14:18;23:15:13;00:00:35;00:00:55;fries2;beer/fries/mayo/frikandel/
4922;23:14:09;23:15:04;23:18:44;00:00:55;00:03:40;fries2;beer/coke/desperados/
4923;23:15:04;23:16:49;23:17:26;00:01:45;00:00:37;fries2;beer/
4924;23:16:49;23:17:12;23:18:58;00:00:23;00:01:46;fries2;beer/fries/cocktail_sauce/croquette_balls/
4925;23:17:12;23:18:31;23:19:28;00:01:19;00:00:57;fries2;still_water/fries/mayo/
4926;23:18:31;23:18:53;23:22:07;00:00:22;00:03:14;fries2;coke/desperados/
4927;23:18:53;23:23:31;23:24:31;00:04:38;00:01:00;fries2;beer/desperados/fries/mayo/frikandel/
4928;23:23:31;23:25:42;23:26:58;00:02:11;00:01:16;fries2;still_water/croquette_balls/
4929;23:25:42;23:26:24;23:27:55;00:00:42;00:01:31;fries2;beer/coke/desperados/fries/mayo/frikandel/
4930;23:26:24;23:28:16;23:30:01;00:01:52;00:01:45;fries2;beer/still_water/fries/mayo/
4931;23:28:16;23:28:49;23:31:03;00:00:33;00:02:14;fries2;beer/coke/still_water/bicky/
4932;23:28:49;23:29:18;23:32:17;00:00:29;00:02:59;fries2;beer/fries/cocktail_sauce/frikandel/
4933;23:29:18;23:30:01;23:31:14;00:00:43;00:01:13;fries2;still_water/desperados/fries/ketchup/
4934;23:30:01;23:31:03;23:31:35;00:01:02;00:00:32;fries2;beer/fries/ketchup/
4935;23:30:50;23:31:14;23:34:08;00:00:24;00:02:54;fries2;desperados/fries/mayo/croquette_balls/
4936;23:31:08;23:31:35;23:34:29;00:00:27;00:02:54;fries2;coke/fries/mayo/frikandel/
4937;23:31:22;23:32:17;23:34:16;00:00:55;00:01:59;fries2;coke/sparkling_water/croquette_balls/
4938;23:31:37;23:34:08;23:35:16;00:02:31;00:01:08;fries2;beer/fries/mayo/
4939;23:32:19;23:34:16;23:36:47;00:01:57;00:02:31;fries2;desperados/fries/cocktail_sauce/
4940;23:32:35;23:34:29;23:36:01;00:01:54;00:01:32;fries2;coke/
4941;23:33:11;23:35:16;23:37:31;00:02:05;00:02:15;fries2;beer/fries/mayo/croquette_balls/
4942;23:34:25;23:36:01;23:38:31;00:01:36;00:02:30;fries2;beer/coke/fries/mayo/mexicano/
4943;23:34:25;23:36:47;23:37:19;00:02:22;00:00:32;fries2;beer/fries/ketchup/cocktail_sauce/
4944;23:36:02;23:37:19;23:40:06;00:01:17;00:02:47;fries2;beer/
4945;23:37:01;23:37:31;23:38:43;00:00:30;00:01:12;fries2;beer/sparkling_water/fries/cocktail_sauce/
4946;23:37:07;23:38:31;23:41:14;00:01:24;00:02:43;fries2;beer/croquette_balls/
4947;23:38:21;23:38:43;23:40:55;00:00:22;00:02:12;fries2;coke/
4948;23:38:23;23:40:06;23:41:43;00:01:43;00:01:37;fries2;beer/coke/
4949;23:39:02;23:40:55;23:42:01;00:01:53;00:01:06;fries2;beer/
4950;23:40:42;23:41:14;23:41:51;00:00:32;00:00:37;fries2;beer/desperados/
4951;23:41:10;23:42:02;23:43:26;00:00:52;00:01:24;fries2;beer/
4952;23:42:02;23:43:02;23:43:46;00:01:00;00:00:44;fries2;beer/still_water/frikandel/
4953;23:43:02;23:43:06;23:44:38;00:00:04;00:01:32;fries2;beer/coke/sparkling_water/fries/ketchup/
4954;23:43:06;23:44:42;23:46:30;00:01:36;00:01:48;fries2;beer/still_water/fries/mayo/
4955;23:44:42;23:45:17;23:46:22;00:00:35;00:01:05;fries2;beer/fries/mayo/frikandel/
4956;23:45:17;23:45:20;23:49:17;00:00:03;00:03:57;fries2;beer/coke/still_water/fries/mayo/frikandel/
4957;23:45:20;23:46:22;23:47:02;00:01:02;00:00:40;fries2;still_water/
4958;23:46:09;23:49:24;23:50:38;00:03:15;00:01:14;fries2;beer/still_water/
4959;23:49:24;23:49:57;23:51:08;00:00:33;00:01:11;fries2;beer/coke/
4960;23:49:57;23:50:07;23:51:21;00:00:10;00:01:14;fries2;beer/fries/mayo/
4961;23:50:07;23:50:42;23:52:33;00:00:35;00:01:51;fries2;beer/fries/cocktail_sauce/mexicano/croquette_balls/
4962;23:50:42;23:51:08;23:52:46;00:00:26;00:01:38;fries2;beer/coke/desperados/fries/cocktail_sauce/
4963;23:50:58;23:51:21;23:54:31;00:00:23;00:03:10;fries2;beer/still_water/
4964;23:51:06;23:52:33;23:54:17;00:01:27;00:01:44;fries2;beer/
4965;23:51:48;23:52:46;23:53:00;00:00:58;00:00:14;fries2;beer/coke/
4966;23:52:01;23:53:00;23:53:49;00:00:59;00:00:49;fries2;beer/frikandel/
4967;23:52:27;23:53:49;23:56:04;00:01:22;00:02:15;fries2;beer/
4968;23:52:41;23:55:53;23:59:33;00:03:12;00:03:40;fries2;coke/still_water/fries/mayo/
4969;23:55:53;23:55:58;23:56:58;00:00:05;00:01:00;fries2;beer/coke/
4970;23:55:58;23:56:29;23:57:33;00:00:31;00:01:04;fries2;beer/
4971;23:56:29;23:57:37;23:57:58;00:01:08;00:00:21;fries2;beer/fries/mayo/
4972;23:57:37;23:59:42;00:02:33;00:02:05;00:02:51;fries2;coke/fries/ketchup/
4973;23:59:42;23:59:57;00:00:35;00:00:15;00:00:38;fries2;beer/
4974;23:59:57;00:00:25;00:01:29;00:00:28;00:01:04;fries2;beer/desperados/fries/mayo/mexicano/croquette_balls/
4975;11:00:25;11:00:27;11:01:53;00:00:02;00:01:26;italian1;beer/white_wine/
4976;11:00:27;11:00:47;11:02:36;00:00:20;00:01:49;italian1;beer/coke/spaghetti_bolo/
4977;11:00:47;11:02:12;11:03:42;00:01:25;00:01:30;italian1;beer/spaghetti_bolo/pizza_margherita/
4978;11:02:12;11:02:46;11:03:04;00:00:34;00:00:18;italian1;aperol_spritz/sparkling_water/red_wine/
4979;11:02:46;11:03:04;11:06:18;00:00:18;00:03:14;italian1;aperol_spritz/beer/coke/still_water/cava/spaghetti_bolo/
4980;11:02:47;11:03:42;11:04:28;00:00:55;00:00:46;italian1;aperol_spritz/beer/coke/cava/spaghetti_bolo/
4981;11:03:33;11:04:54;11:07:17;00:01:21;00:02:23;italian1;beer/coke/white_wine/arrabiata_vegi/pizza_margherita/
4982;11:04:54;11:06:39;11:06:46;00:01:45;00:00:07;italian1;aperol_spritz/red_wine/spaghetti_bolo/
4983;11:06:39;11:07:24;11:10:30;00:00:45;00:03:06;italian1;beer/
4984;11:07:24;11:07:45;11:08:08;00:00:21;00:00:23;italian1;aperol_spritz/beer/red_wine/
4985;11:07:45;11:08:23;11:11:28;00:00:38;00:03:05;italian1;aperol_spritz/beer/still_water/sparkling_water/
4986;11:08:23;11:11:18;11:11:53;00:02:55;00:00:35;italian1;aperol_spritz/beer/coke/sparkling_water/cava/
4987;11:11:18;11:11:48;11:12:12;00:00:30;00:00:24;italian1;beer/spaghetti_bolo/pizza_margherita/
4988;11:11:48;11:12:12;11:13:24;00:00:24;00:01:12;italian1;aperol_spritz/beer/coke/white_wine/
4989;11:12:12;11:13:20;11:15:42;00:01:08;00:02:22;italian1;beer/sparkling_water/red_wine/white_wine/cava/
4990;11:13:20;11:14:00;11:14:24;00:00:40;00:00:24;italian1;beer/coke/garlic_bread/quarter_pizza_margherita/
4991;11:14:00;11:14:24;11:16:22;00:00:24;00:01:58;italian1;beer/garlic_bread/spaghetti_bolo/pizza_pepperoni/
4992;11:14:06;11:15:42;11:16:30;00:01:36;00:00:48;italian1;beer/coke/
4993;11:15:08;11:16:22;11:18:29;00:01:14;00:02:07;italian1;aperol_spritz/
4994;11:15:25;11:16:43;11:19:00;00:01:18;00:02:17;italian1;aperol_spritz/coke/white_wine/cava/spaghetti_bolo/pizza_margherita/
4995;11:16:43;11:18:29;11:19:51;00:01:46;00:01:22;italian1;white_wine/
4996;11:16:51;11:19:00;11:20:33;00:02:09;00:01:33;italian1;beer/red_wine/carbonara/
4997;11:17:19;11:19:51;11:20:33;00:02:32;00:00:42;italian1;aperol_spritz/red_wine/garlic_bread/quarter_pizza_margherita/
4998;11:17:36;11:20:33;11:22:23;00:02:57;00:01:50;italian1;aperol_spritz/beer/coke/still_water/white_wine/cava/
4999;11:17:58;11:20:33;11:22:14;00:02:35;00:01:41;italian1;aperol_spritz/beer/spaghetti_bolo/
5000;11:19:42;11:22:14;11:22:59;00:02:32;00:00:45;italian1;aperol_spritz/
5001;11:20:24;11:22:23;11:24:27;00:01:59;00:02:04;italian1;aperol_spritz/beer/cava/arrabiata_vegi/quarter_pizza_pepperoni/
5002;11:20:41;11:22:59;11:25:44;00:02:18;00:02:45;italian1;cava/garlic_bread/arrabiata_vegi/pizza_4_cheeses/pizza_pepperoni/
5003;11:21:25;11:24:27;11:26:01;00:03:02;00:01:34;italian1;beer/
5004;11:21:54;11:25:44;11:27:09;00:03:50;00:01:25;italian1;aperol_spritz/beer/sparkling_water/spaghetti_bolo/pizza_margherita/
5005;11:22:07;11:26:01;11:27:29;00:03:54;00:01:28;italian1;beer/sparkling_water/red_wine/white_wine/
5006;11:22:56;11:27:09;11:28:37;00:04:13;00:01:28;italian1;beer/red_wine/
5007;11:23:26;11:27:29;11:29:22;00:04:03;00:01:53;italian1;beer/spaghetti_bolo/
5008;11:25:56;11:28:37;11:29:13;00:02:41;00:00:36;italian1;beer/garlic_bread/quarter_pizza_margherita/
5009;11:26:45;11:29:13;11:32:06;00:02:28;00:02:53;italian1;beer/arrabiata_vegi/
5010;11:27:49;11:29:49;11:30:57;00:02:00;00:01:08;italian1;aperol_spritz/beer/coke/white_wine/garlic_bread/spaghetti_bolo/
5011;11:29:49;11:30:57;11:32:28;00:01:08;00:01:31;italian1;beer/white_wine/
5012;11:30:34;11:32:06;11:33:56;00:01:32;00:01:50;italian1;beer/garlic_bread/arrabiata_vegi/pizza_margherita/
5013;11:31:34;11:32:28;11:34:01;00:00:54;00:01:33;italian1;aperol_spritz/spaghetti_bolo/
5014;11:31:36;11:33:56;11:35:47;00:02:20;00:01:51;italian1;beer/white_wine/garlic_bread/spaghetti_bolo/
5015;11:32:07;11:34:01;11:36:05;00:01:54;00:02:04;italian1;beer/white_wine/garlic_bread/spaghetti_bolo/
5016;11:33:16;11:35:47;11:36:40;00:02:31;00:00:53;italian1;red_wine/spaghetti_bolo/pizza_4_cheeses/pizza_pepperoni/
5017;11:33:39;11:36:05;11:37:36;00:02:26;00:01:31;italian1;beer/coke/red_wine/cava/
5018;11:35:15;11:36:40;11:38:07;00:01:25;00:01:27;italian1;beer/coke/white_wine/arrabiata_vegi/pizza_margherita/
5019;11:35:29;11:37:36;11:39:09;00:02:07;00:01:33;italian1;still_water/carbonara/
5020;11:35:49;11:38:07;11:39:45;00:02:18;00:01:38;italian1;beer/white_wine/garlic_bread/
5021;11:37:07;11:39:09;11:40:09;00:02:02;00:01:00;italian1;beer/carbonara/
5022;11:37:32;11:39:45;11:42:13;00:02:13;00:02:28;italian1;aperol_spritz/pizza_pepperoni/
5023;11:37:53;11:40:09;11:41:23;00:02:16;00:01:14;italian1;aperol_spritz/beer/still_water/red_wine/white_wine/
5024;11:38:00;11:41:23;11:43:01;00:03:23;00:01:38;italian1;red_wine/spaghetti_bolo/pizza_margherita/
5025;11:38:26;11:42:13;11:42:41;00:03:47;00:00:28;italian1;aperol_spritz/beer/coke/red_wine/spaghetti_bolo/pizza_margherita/
5026;11:40:10;11:42:41;11:44:05;00:02:31;00:01:24;italian1;aperol_spritz/beer/still_water/
5027;11:41:16;11:43:01;11:43:33;00:01:45;00:00:32;italian1;coke/still_water/white_wine/arrabiata_vegi/
5028;11:41:47;11:43:33;11:45:40;00:01:46;00:02:07;italian1;aperol_spritz/coke/still_water/garlic_bread/quarter_pizza_4_cheeses/quarter_pizza_pepperoni/
5029;11:42:19;11:44:05;11:44:53;00:01:46;00:00:48;italian1;beer/carbonara/arrabiata_vegi/
5030;11:42:48;11:44:53;11:45:47;00:02:05;00:00:54;italian1;beer/sparkling_water/garlic_bread/spaghetti_bolo/
5031;11:42:59;11:45:40;11:46:30;00:02:41;00:00:50;italian1;aperol_spritz/red_wine/white_wine/pizza_margherita/
5032;11:43:14;11:45:47;11:47:01;00:02:33;00:01:14;italian1;beer/still_water/cava/
5033;11:43:34;11:46:30;11:49:25;00:02:56;00:02:55;italian1;beer/still_water/red_wine/white_wine/
5034;11:44:01;11:47:01;11:47:56;00:03:00;00:00:55;italian1;beer/coke/still_water/cava/carbonara/arrabiata_vegi/
5035;11:44:56;11:47:56;11:50:44;00:03:00;00:02:48;italian1;aperol_spritz/beer/coke/spaghetti_bolo/
5036;11:45:38;11:49:25;11:51:19;00:03:47;00:01:54;italian1;beer/cava/
5037;11:46:46;11:50:44;11:53:32;00:03:58;00:02:48;italian1;aperol_spritz/beer/white_wine/cava/garlic_bread/spaghetti_bolo/quarter_pizza_margherita/
5038;11:47:31;11:51:19;11:52:44;00:03:48;00:01:25;italian1;still_water/spaghetti_bolo/pizza_margherita/
5039;11:49:45;11:52:44;11:53:49;00:02:59;00:01:05;italian1;aperol_spritz/coke/carbonara/arrabiata_vegi/pizza_margherita/
5040;11:50:30;11:53:32;11:53:50;00:03:02;00:00:18;italian1;aperol_spritz/beer/still_water/
5041;11:50:41;11:53:49;11:55:47;00:03:08;00:01:58;italian1;aperol_spritz/beer/coke/spaghetti_bolo/quarter_pizza_pepperoni/
5042;11:51:07;11:53:50;11:54:23;00:02:43;00:00:33;italian1;aperol_spritz/beer/white_wine/cava/quarter_pizza_margherita/
5043;11:51:18;11:54:23;11:56:31;00:03:05;00:02:08;italian1;white_wine/cava/carbonara/arrabiata_vegi/pizza_margherita/
5044;11:51:31;11:55:47;11:58:02;00:04:16;00:02:15;italian1;beer/
5045;11:51:31;11:56:31;11:58:23;00:05:00;00:01:52;italian1;beer/red_wine/spaghetti_bolo/pizza_pepperoni/
5046;11:53:15;11:58:02;11:59:33;00:04:47;00:01:31;italian1;aperol_spritz/beer/coke/still_water/red_wine/white_wine/pizza_pepperoni/
5047;11:56:26;11:58:23;12:00:15;00:01:57;00:01:52;italian1;aperol_spritz/sparkling_water/white_wine/spaghetti_bolo/
5048;11:57:20;11:59:33;12:00:51;00:02:13;00:01:18;italian1;beer/coke/white_wine/
5049;11:57:30;12:00:15;12:02:06;00:02:45;00:01:51;italian1;beer/coke/still_water/cava/spaghetti_bolo/pizza_pepperoni/
5050;11:57:38;12:00:51;12:03:23;00:03:13;00:02:32;italian1;beer/red_wine/white_wine/cava/quarter_pizza_pepperoni/
5051;11:58:11;12:02:06;12:05:25;00:03:55;00:03:19;italian1;beer/coke/arrabiata_vegi/pizza_4_cheeses/pizza_pepperoni/
5052;11:58:48;12:03:23;12:06:01;00:04:35;00:02:38;italian1;beer/white_wine/
5053;11:59:34;12:05:25;12:06:16;00:05:51;00:00:51;italian1;beer/still_water/pizza_pepperoni/
5054;11:59:57;12:06:01;12:06:38;00:06:04;00:00:37;italian1;cava/arrabiata_vegi/pizza_margherita/
5055;12:00:09;12:06:16;12:08:21;00:06:07;00:02:05;italian1;beer/spaghetti_bolo/
5056;12:00:49;12:06:38;12:07:33;00:05:49;00:00:55;italian1;aperol_spritz/beer/white_wine/cava/
5057;12:00:59;12:07:33;12:09:07;00:06:34;00:01:34;italian1;aperol_spritz/
5058;12:01:01;12:08:21;12:12:17;00:07:20;00:03:56;italian1;beer/cava/carbonara/quarter_pizza_margherita/
5059;12:01:21;12:09:07;12:10:57;00:07:46;00:01:50;italian1;beer/red_wine/pizza_margherita/
5060;12:01:38;12:10:57;12:11:22;00:09:19;00:00:25;italian1;beer/coke/still_water/cava/carbonara/
5061;12:04:00;12:11:22;12:11:58;00:07:22;00:00:36;italian1;aperol_spritz/white_wine/spaghetti_bolo/
5062;12:04:53;12:11:58;12:15:13;00:07:05;00:03:15;italian1;beer/still_water/white_wine/quarter_pizza_margherita/
5063;12:04:56;12:12:17;12:13:10;00:07:21;00:00:53;italian1;aperol_spritz/beer/coke/cava/
5064;12:04:56;12:13:10;12:14:10;00:08:14;00:01:00;italian1;beer/coke/cava/spaghetti_bolo/pizza_margherita/
5065;12:06:09;12:14:10;12:16:40;00:08:01;00:02:30;italian1;beer/still_water/red_wine/
5066;12:06:19;12:15:13;12:16:04;00:08:54;00:00:51;italian1;beer/cava/
5067;12:08:06;12:16:04;12:18:12;00:07:58;00:02:08;italian1;aperol_spritz/beer/red_wine/spaghetti_bolo/pizza_4_cheeses/pizza_pepperoni/
5068;12:08:11;12:16:40;12:18:47;00:08:29;00:02:07;italian1;beer/
5069;12:08:23;12:18:12;12:19:43;00:09:49;00:01:31;italian1;white_wine/arrabiata_vegi/
5070;12:09:19;12:18:47;12:21:37;00:09:28;00:02:50;italian1;aperol_spritz/beer/coke/white_wine/garlic_bread/
5071;12:12:51;12:19:43;12:21:45;00:06:52;00:02:02;italian1;beer/still_water/
5072;12:13:02;12:21:37;12:23:00;00:08:35;00:01:23;italian1;beer/coke/cava/spaghetti_bolo/
5073;12:13:15;12:21:45;12:23:07;00:08:30;00:01:22;italian1;beer/
5074;12:13:37;12:23:00;12:24:15;00:09:23;00:01:15;italian1;beer/carbonara/quarter_pizza_pepperoni/
5075;12:14:47;12:23:07;12:23:25;00:08:20;00:00:18;italian1;beer/still_water/white_wine/
5076;12:15:23;12:23:25;12:24:32;00:08:02;00:01:07;italian1;white_wine/pizza_margherita/
5077;12:15:26;12:24:15;12:24:52;00:08:49;00:00:37;italian1;coke/white_wine/spaghetti_bolo/
5078;12:17:02;12:24:32;12:25:09;00:07:30;00:00:37;italian1;beer/still_water/white_wine/
5079;12:18:18;12:24:52;12:27:05;00:06:34;00:02:13;italian1;aperol_spritz/cava/pizza_margherita/
5080;12:19:40;12:25:09;12:25:59;00:05:29;00:00:50;italian1;beer/carbonara/
5081;12:21:14;12:25:59;12:28:34;00:04:45;00:02:35;italian1;aperol_spritz/beer/coke/cava/pizza_4_cheeses/
5082;12:21:41;12:27:05;12:29:09;00:05:24;00:02:04;italian1;sparkling_water/white_wine/cava/carbonara/quarter_pizza_pepperoni/
5083;12:21:52;12:28:34;12:29:30;00:06:42;00:00:56;italian1;aperol_spritz/coke/spaghetti_bolo/pizza_4_cheeses/
5084;12:24:18;12:29:09;12:29:26;00:04:51;00:00:17;italian1;red_wine/
5085;12:24:20;12:29:26;12:31:30;00:05:06;00:02:04;italian1;aperol_spritz/still_water/red_wine/spaghetti_bolo/pizza_pepperoni/
5086;12:25:15;12:29:30;12:31:41;00:04:15;00:02:11;italian1;beer/red_wine/
5087;12:25:30;12:31:30;12:31:54;00:06:00;00:00:24;italian1;red_wine/carbonara/pizza_margherita/
5088;12:25:31;12:31:41;12:34:11;00:06:10;00:02:30;italian1;coke/pizza_margherita/
5089;12:26:09;12:31:54;12:32:50;00:05:45;00:00:56;italian1;coke/cava/
5090;12:26:31;12:32:50;12:33:46;00:06:19;00:00:56;italian1;beer/cava/
5091;12:26:46;12:33:46;12:36:28;00:07:00;00:02:42;italian1;beer/sparkling_water/
5092;12:27:42;12:34:11;12:36:27;00:06:29;00:02:16;italian1;aperol_spritz/garlic_bread/pizza_pepperoni/
5093;12:28:31;12:36:27;12:36:44;00:07:56;00:00:17;italian1;beer/still_water/spaghetti_bolo/quarter_pizza_margherita/
5094;12:28:51;12:36:28;12:38:03;00:07:37;00:01:35;italian1;beer/red_wine/white_wine/garlic_bread/carbonara/
5095;12:31:14;12:36:44;12:37:24;00:05:30;00:00:40;italian1;aperol_spritz/coke/spaghetti_bolo/
5096;12:31:24;12:37:24;12:38:13;00:06:00;00:00:49;italian1;aperol_spritz/beer/red_wine/
5097;12:31:54;12:38:03;12:39:13;00:06:09;00:01:10;italian1;beer/garlic_bread/spaghetti_bolo/pizza_pepperoni/
5098;12:33:45;12:38:13;12:39:45;00:04:28;00:01:32;italian1;aperol_spritz/beer/coke/
5099;12:34:36;12:39:13;12:41:06;00:04:37;00:01:53;italian1;beer/still_water/cava/
5100;12:35:32;12:39:45;12:42:01;00:04:13;00:02:16;italian1;beer/coke/red_wine/pizza_pepperoni/
5101;12:36:04;12:41:06;12:42:07;00:05:02;00:01:01;italian1;beer/coke/
5102;12:37:20;12:42:01;12:42:52;00:04:41;00:00:51;italian1;beer/coke/still_water/red_wine/spaghetti_bolo/
5103;12:37:26;12:42:07;12:42:55;00:04:41;00:00:48;italian1;aperol_spritz/garlic_bread/carbonara/arrabiata_vegi/pizza_pepperoni/
5104;12:38:01;12:42:52;12:43:30;00:04:51;00:00:38;italian1;aperol_spritz/beer/still_water/pizza_pepperoni/
5105;12:38:03;12:42:55;12:44:19;00:04:52;00:01:24;italian1;aperol_spritz/beer/garlic_bread/arrabiata_vegi/
5106;12:38:37;12:43:30;12:44:05;00:04:53;00:00:35;italian1;beer/carbonara/arrabiata_vegi/pizza_pepperoni/
5107;12:38:51;12:44:05;12:47:23;00:05:14;00:03:18;italian1;beer/coke/arrabiata_vegi/
5108;12:39:09;12:44:19;12:45:19;00:05:10;00:01:00;italian1;beer/red_wine/pizza_margherita/
5109;12:40:18;12:45:19;12:46:49;00:05:01;00:01:30;italian1;beer/white_wine/
5110;12:40:49;12:46:49;12:47:32;00:06:00;00:00:43;italian1;aperol_spritz/still_water/white_wine/carbonara/
5111;12:42:26;12:47:23;12:48:34;00:04:57;00:01:11;italian1;aperol_spritz/beer/white_wine/
5112;12:43:01;12:47:32;12:49:10;00:04:31;00:01:38;italian1;still_water/
5113;12:44:09;12:48:34;12:49:23;00:04:25;00:00:49;italian1;beer/
5114;12:46:05;12:49:10;12:50:56;00:03:05;00:01:46;italian1;beer/cava/pizza_pepperoni/
5115;12:46:07;12:49:23;12:50:25;00:03:16;00:01:02;italian1;beer/white_wine/spaghetti_bolo/
5116;12:46:41;12:50:25;12:52:20;00:03:44;00:01:55;italian1;aperol_spritz/beer/coke/still_water/carbonara/arrabiata_vegi/
5117;12:47:30;12:50:56;12:52:08;00:03:26;00:01:12;italian1;aperol_spritz/cava/pizza_4_cheeses/pizza_pepperoni/
5118;12:48:27;12:52:08;12:53:52;00:03:41;00:01:44;italian1;aperol_spritz/beer/still_water/carbonara/
5119;12:48:46;12:52:44;12:55:12;00:03:58;00:02:28;italian1;coke/white_wine/cava/
5120;12:52:44;12:53:52;12:54:58;00:01:08;00:01:06;italian1;beer/white_wine/carbonara/
5121;12:52:48;12:56:26;12:56:47;00:03:38;00:00:21;italian1;aperol_spritz/beer/coke/spaghetti_bolo/
5122;12:56:26;12:56:49;12:58:26;00:00:23;00:01:37;italian1;beer/red_wine/
5123;12:56:49;12:57:29;12:59:19;00:00:40;00:01:50;italian1;white_wine/spaghetti_bolo/pizza_4_cheeses/pizza_pepperoni/
5124;12:57:29;12:58:50;12:59:43;00:01:21;00:00:53;italian1;still_water/white_wine/carbonara/quarter_pizza_pepperoni/
5125;12:58:50;12:59:22;13:00:51;00:00:32;00:01:29;italian1;aperol_spritz/beer/pizza_pepperoni/
5126;12:59:22;12:59:43;13:00:28;00:00:21;00:00:45;italian1;aperol_spritz/beer/coke/arrabiata_vegi/pizza_margherita/
5127;12:59:25;13:00:28;13:03:34;00:01:03;00:03:06;italian1;still_water/red_wine/white_wine/garlic_bread/spaghetti_bolo/
5128;12:59:37;13:00:51;13:03:06;00:01:14;00:02:15;italian1;beer/coke/cava/
5129;13:00:18;13:03:06;13:06:02;00:02:48;00:02:56;italian1;white_wine/
5130;13:00:57;13:03:34;13:05:25;00:02:37;00:01:51;italian1;aperol_spritz/beer/arrabiata_vegi/pizza_margherita/
5131;13:01:20;13:05:25;13:06:10;00:04:05;00:00:45;italian1;aperol_spritz/beer/
5132;13:01:29;13:06:02;13:07:22;00:04:33;00:01:20;italian1;white_wine/
5133;13:02:27;13:06:10;13:06:53;00:03:43;00:00:43;italian1;beer/spaghetti_bolo/pizza_margherita/
5134;13:02:31;13:06:53;13:08:17;00:04:22;00:01:24;italian1;beer/coke/white_wine/cava/pizza_pepperoni/
5135;13:02:43;13:07:22;13:08:53;00:04:39;00:01:31;italian1;beer/still_water/red_wine/carbonara/
5136;13:04:49;13:08:17;13:10:14;00:03:28;00:01:57;italian1;beer/coke/spaghetti_bolo/pizza_margherita/
